2019,Mercedes-Benz,C-Class,N/A,18146,55SWF6EB5KU321928,41300,N/A,$41500,1,N/A
2018,Mercedes-Benz,C-Class,N/A,25985,WDDWK8HB6JF654711,56000,N/A,$67000,2,N/A
2018,Mercedes-Benz,C-Class,N/A,44292,WDDWJ4JB6JF733866,27300,N/A,$31800,1,N/A
2018,Mercedes-Benz,C-Class,N/A,41320,55SWF8GB5JU254755,39200,N/A,$51000,3,N/A
2018,Mercedes-Benz,C-Class,N/A,40933,WDDWJ8GB6JF705533,42200,N/A,$54300,3,N/A
2022,Mercedes-Benz,C-Class,N/A,85,W1KAF4GB6NR057393,43800,N/A,$56250,1,N/A
2019,Mercedes-Benz,C-Class,N/A,33332,WDDWJ8HB6KF840849,61500,N/A,$72000,1,N/A
2017,Mercedes-Benz,C-Class,N/A,59642,WDDWJ8GB5HF507312,40200,N/A,$48500,3,N/A
2017,Mercedes-Benz,C-Class,N/A,55900,WDDWF4KB9HR281632,20200,N/A,$25000,2,N/A
2018,Mercedes-Benz,C-Class,N/A,41085,55SWF4KB5JU256425,24600,N/A,$27800,3,N/A
2018,Mercedes-Benz,C-Class,N/A,44097,WDDWJ8HBXJF674270,48900,N/A,$58500,3,N/A
2018,Mercedes-Benz,C-Class,N/A,34570,WDDWF4KB8JR316926,25600,N/A,$30600,1,N/A
2018,Mercedes-Benz,C-Class,N/A,64794,55SWF8HB1JU242021,42000,N/A,$54500,1,N/A
2020,Mercedes-Benz,C-Class,N/A,22579,W1KWK8DB1LF988749,40800,N/A,$44400,2,N/A
2019,Mercedes-Benz,C-Class,N/A,36613,55SWF8EB2KU305231,29900,N/A,$30850,1,N/A
2019,Mercedes-Benz,C-Class,N/A,22863,55SWF8EB6KU305653,31800,N/A,$33700,2,N/A
2018,Mercedes-Benz,E-Class,N/A,86773,WDDZF4JB7JA304604,23100,19000,N/A,3,3.7
2017,Mercedes-Benz,C-Class,N/A,55255,WDDWJ4JB8HF523103,24300,N/A,$30000,2,N/A
2020,Mercedes-Benz,C-Class,N/A,24089,WDDWF6EB2LR557536,44100,N/A,$50000,2,N/A
2020,Mercedes-Benz,C-Class,N/A,8873,WDDWF8DB3LR547935,35100,N/A,$36700,1,N/A
2017,Mercedes-Benz,C-Class,N/A,59231,WDDWK4JB2HF533994,26700,N/A,$32000,2,N/A
2017,Mercedes-Benz,C-Class,N/A,61509,55SWF6EB5HU187947,29900,N/A,$33500,2,N/A
2018,Mercedes-Benz,C-Class,N/A,57658,WDDWF4JB1JR377035,22200,N/A,$27000,2,N/A
2017,Mercedes-Benz,C-Class,N/A,74001,55SWF4KB5HU212192,18350,N/A,$20200,3,N/A
2020,Mercedes-Benz,C-Class,N/A,39052,WDDWK8EB8LF955648,38900,N/A,$47000,1,N/A
2020,Mercedes-Benz,C-Class,N/A,36232,WDDWJ6EB9LF967976,44300,N/A,$47990,1,N/A
2018,Mercedes-Benz,C-Class,N/A,28300,WDDWF4KB3JR412382,26500,N/A,$27500,1,N/A
2018,Mercedes-Benz,C-Class,N/A,63483,WDDWF4KB2JR393310,21300,N/A,$26700,4,N/A
2018,Mercedes-Benz,C-Class,N/A,29923,WDDWF4KB5JR417082,26200,N/A,$25800,2,N/A
2018,Mercedes-Benz,C-Class,N/A,30250,55SWF4KB6JU280927,26200,N/A,N/A,2,N/A
2018,Mercedes-Benz,C-Class,N/A,65220,55SWF6EB4JU274485,30000,N/A,$33999,2,N/A
2019,Mercedes-Benz,C-Class,N/A,21155,WDDWK8EB9KF875807,37500,N/A,$45000,2,N/A
2019,Mercedes-Benz,C-Class,N/A,39123,WDDWF8EB2KR482637,27000,N/A,N/A,2,2.4
2018,Mercedes-Benz,C-Class,N/A,51999,WDDWJ4JB3JF691169,21000,N/A,N/A,3,1.7
2018,Mercedes-Benz,C-Class,N/A,37072,WDDWK4JB3JF620633,31100,32000,$32900,2,N/A
2019,Mercedes-Benz,C-Class,N/A,21448,WDDWK6EBXKF794142,46100,N/A,$56000,1,N/A
2019,Mercedes-Benz,C-Class,N/A,23088,WDDWJ8HB6KF846103,65100,N/A,$77000,3,N/A
2019,Mercedes-Benz,C-Class,N/A,50634,WDDWJ8EB8KF773336,30700,N/A,$32900,2,N/A
2019,Mercedes-Benz,C-Class,N/A,24976,55SWF8EBXKU283625,31500,N/A,$35995,1,N/A
2017,Mercedes-Benz,C-Class,N/A,68250,WDDWJ4KB9HF366891,21300,N/A,$27900,2,N/A
2017,Mercedes-Benz,C-Class,N/A,29268,WDDWJ4JBXHF420426,27600,N/A,$30000,1,N/A
2017,Mercedes-Benz,C-Class,N/A,52398,WDDWK4JB9HF425937,27700,N/A,$31600,2,N/A
2017,Mercedes-Benz,C-Class,N/A,37647,55SWF4JB1HU230738,22900,N/A,$25800,2,N/A
2010,Mercedes-Benz,E-Class,N/A,104517,WDDHF8HB7AA063362,9375,N/A,$10999,3,4.1
2017,Mercedes-Benz,C-Class,N/A,77799,55SWF4JB4HU234203,17750,N/A,$23800,3,N/A
2017,Mercedes-Benz,C-Class,N/A,6290,WDDWK8HB0HF497722,46900,N/A,$65000,3,N/A
2020,Mercedes-Benz,AMG,N/A,13505,W1K7X8KB2LA030452,126000,N/A,$142000,2,N/A
2017,Mercedes-Benz,C-Class,N/A,50877,WDDWF4JB7HR306092,21200,N/A,$22000,3,N/A
2017,Mercedes-Benz,C-Class,N/A,81708,WDDWJ6EB8HF526881,28300,N/A,$36500,3,N/A
2017,Mercedes-Benz,C-Class,N/A,35187,WDDWK4JB7HF501817,30300,N/A,$36000,1,N/A
2017,Mercedes-Benz,C-Class,N/A,35037,WDDWJ8HBXHF441533,50200,58000,$62000,4,N/A
2018,Mercedes-Benz,C-Class,N/A,51857,55SWF4JB5JU270763,23100,N/A,$27800,2,N/A
2018,Mercedes-Benz,C-Class,N/A,52083,55SWF4JB8JU252015,23100,N/A,$23000,2,N/A
2018,Mercedes-Benz,C-Class,N/A,100641,55SWF4JB6JU269461,15700,N/A,$22700,2,N/A
2018,Mercedes-Benz,C-Class,N/A,53243,55SWF4KB0JU242173,22800,N/A,$25700,1,N/A
2018,Mercedes-Benz,C-Class,N/A,70271,55SWF4KB7JU263389,18050,17500,$18900,3,2.3
2018,Mercedes-Benz,C-Class,N/A,36460,WDDWF4KB3JR422829,25300,N/A,$26000,1,N/A
2018,Mercedes-Benz,C-Class,N/A,45625,55SWF4JB6JU262137,24100,N/A,$26700,2,N/A
2018,Mercedes-Benz,C-Class,N/A,20987,55SWF6EB9JU258041,36200,N/A,$41700,1,N/A
2018,Mercedes-Benz,C-Class,N/A,39205,55SWF4JB1JU262322,25000,N/A,N/A,3,N/A
2018,Mercedes-Benz,C-Class,N/A,73000,WDDWK4JB5JF609343,25500,N/A,$30500,3,N/A
2018,Mercedes-Benz,C-Class,N/A,102583,55SWF6EB6JU246025,24700,N/A,$26500,2,N/A
2017,Mercedes-Benz,C-Class,N/A,26126,55SWF4KB6HU188307,21500,21900,$22200,2,2.6
2017,Mercedes-Benz,C-Class,N/A,69739,WDDWJ4JB4HF403444,22400,N/A,$25000,2,N/A
2017,Mercedes-Benz,C-Class,N/A,86947,55SWF4KB7HU186694,16150,N/A,N/A,2,2.9
2022,Mercedes-Benz,C-Class,N/A,7401,W1KAF4GB3NR052605,41600,N/A,$48500,0,N/A
2018,Mercedes-Benz,C-Class,N/A,57715,55SWF4JB2JU256836,21000,21400,$21900,1,2.7
2018,Mercedes-Benz,C-Class,N/A,30500,WDDWJ6EB2JF682341,38000,N/A,$45999,4,N/A
2022,Mercedes-Benz,C-Class,N/A,6488,W1KAF4HB2NR066672,45000,N/A,$51900,1,N/A
2017,Mercedes-Benz,C-Class,N/A,57081,WDDWF4KB2HR280290,16650,N/A,N/A,2,1.8
2017,Mercedes-Benz,C-Class,N/A,90012,55SWF4JB9HU197021,12950,N/A,N/A,2,1.7
2018,Mercedes-Benz,C-Class,N/A,26098,55SWF4KB1JU281399,26800,N/A,$31000,2,N/A
2018,Mercedes-Benz,C-Class,N/A,58058,55SWF4KB8JU257777,22100,N/A,$27200,1,N/A
2018,Mercedes-Benz,C-Class,N/A,32425,WDDWK8HB7JF674949,54000,N/A,$58500,2,N/A
2018,Mercedes-Benz,C-Class,N/A,58515,WDDWJ8HBXJF685902,46800,N/A,$55000,1,N/A
2017,Mercedes-Benz,C-Class,N/A,77562,WDDWJ4KB1HF343105,20100,26900,N/A,2,N/A
2017,Mercedes-Benz,C-Class,N/A,53484,55SWF6EB8HU183729,31300,N/A,$35900,1,N/A
2018,Mercedes-Benz,C-Class,N/A,45012,55SWF4KB6JU249239,24000,N/A,$26000,2,N/A
2018,Mercedes-Benz,C-Class,N/A,103970,55SWF4JB7JU244553,15200,N/A,N/A,1,N/A
2018,Mercedes-Benz,C-Class,N/A,39094,55SWF6EB1JU260429,33700,38595,$38695,1,N/A
2017,Mercedes-Benz,C-Class,N/A,50211,55SWF4KB5HU198424,20700,N/A,$26000,3,N/A
2017,Mercedes-Benz,C-Class,N/A,81400,55SWF4JB7HU188334,17250,N/A,$20900,4,N/A
2017,Mercedes-Benz,C-Class,N/A,46252,WDDWK4KB4HF438626,33500,N/A,$34211,2,N/A
2017,Mercedes-Benz,C-Class,N/A,45375,55SWF4KB2HU195139,21200,15200,$15300,4,N/A
2017,Mercedes-Benz,C-Class,N/A,24500,WDDWJ8HB9HF546015,52800,55000,$59000,1,N/A
2017,Mercedes-Benz,C-Class,N/A,85563,WDDWJ4JBXHF591581,18900,N/A,N/A,3,2.7
2017,Mercedes-Benz,C-Class,N/A,78884,WDDWJ4JB2HF393299,21200,N/A,$24500,2,N/A
2017,Mercedes-Benz,C-Class,N/A,49230,55SWF4KBXHU196331,20800,N/A,$25000,2,N/A
2017,Mercedes-Benz,C-Class,N/A,78464,55SWF4JB5HU217894,17650,N/A,N/A,3,N/A
2017,Mercedes-Benz,C-Class,N/A,54905,WDDWJ8GB6HF501552,41100,N/A,$49995,2,N/A
2019,Mercedes-Benz,E-Class,N/A,60063,WDDZF4JB0KA510445,26800,N/A,$28400,3,2.7
2018,Mercedes-Benz,C-Class,N/A,74451,55SWF6EB4JU257802,28700,N/A,$27500,1,N/A
2021,Mercedes-Benz,CLA,N/A,24750,W1K5J4GB1MN189614,35500,N/A,$38995,1,N/A
2018,Mercedes-Benz,C-Class,N/A,50925,WDDWK4KB4JF622938,28200,N/A,$39400,2,N/A
2018,Mercedes-Benz,C-Class,N/A,22397,WDDWK4KB1JF706568,35400,N/A,$35200,1,N/A
2018,Mercedes-Benz,C-Class,N/A,39133,55SWF8GB5JU238006,39700,N/A,$48995,2,N/A
2010,Mercedes-Benz,E-Class,N/A,90069,WDDKJ7CB5AF034256,9450,7500,N/A,1,3.3
2013,Mercedes-Benz,C-Class,N/A,91967,WDDGF8AB1DA866257,8775,14000,$14000,2,N/A
2010,Mercedes-Benz,C-Class,N/A,15016,WDDGF8BB6AF404452,12600,15500,$15500,2,N/A
2014,Mercedes-Benz,C-Class,N/A,94000,WDDGF4HB3EG222952,8700,N/A,$10900,2,N/A
2012,Mercedes-Benz,C-Class,N/A,62373,WDDGF8BB7CR204729,8600,11500,$13500,3,2.7
2012,Mercedes-Benz,C-Class,N/A,64026,WDDGF7HB4CA600794,Not Available,N/A,$34900,4,N/A
2014,Mercedes-Benz,C-Class,N/A,90538,WDDGJ4HB9EG287786,9200,11900,$12500,2,N/A
2011,Mercedes-Benz,C-Class,N/A,92960,WDDGF8BB9BR184952,5650,N/A,$12425,3,N/A
2011,Mercedes-Benz,C-Class,N/A,56668,WDDGF5EB1BR156802,8100,N/A,$14000,4,N/A
2013,Mercedes-Benz,C-Class,N/A,65508,WDDGJ4HB2DG007379,8250,N/A,$11500,3,1.3
2013,Mercedes-Benz,C-Class,N/A,95994,WDDGF4HB5DR256684,8075,N/A,N/A,2,N/A
2010,Mercedes-Benz,C-Class,N/A,169517,WDDGF5EB8AR113783,2500,N/A,$4000,5,2.9
2013,Mercedes-Benz,C-Class,N/A,125239,WDDGF4HB4DR280880,4475,4800,$5000,4,1.7
2013,Mercedes-Benz,C-Class,N/A,95994,WDDGF4HB5DR256684,8075,N/A,$8000,2,N/A
2009,Mercedes-Benz,C-Class,N/A,77693,WDDGF54X29F205076,5975,N/A,$8900,1,N/A
2013,Mercedes-Benz,C-Class,N/A,103260,WDDGF8AB6DR291395,8100,14600,$14600,2,N/A
2013,Mercedes-Benz,C-Class,N/A,134014,WDDGF4HBXDA817251,5350,7900,$8000,4,N/A
2004,Mercedes-Benz,C-Class,N/A,89502,WDBRF64J74F469261,2425,N/A,$5999,2,1.8
2014,Mercedes-Benz,C-Class,N/A,101497,WDDGJ4HB0EG285618,8225,N/A,$10500,2,N/A
2012,Mercedes-Benz,C-Class,N/A,120700,WDDGF8BB0CR229679,6050,N/A,$9500,6,N/A
2008,Mercedes-Benz,C-Class,N/A,84028,WDDGF81X58F158176,6400,N/A,$9995,1,N/A
2012,Mercedes-Benz,C-Class,N/A,159475,WDDGJ5HBXCF742167,5250,6400,$9000,4,N/A
2011,Mercedes-Benz,C-Class,N/A,78679,WDDGF5EB3BR152640,7275,7000,$7500,3,N/A
2013,Mercedes-Benz,C-Class,N/A,120831,WDDGF4HB7DA835254,6125,11000,$11000,4,2.9
2011,Mercedes-Benz,C-Class,N/A,10092,WDDGF8BB7BR157779,9300,N/A,$19300,2,N/A
2011,Mercedes-Benz,C-Class,N/A,167412,WDDGF5EBXBA509147,3375,3800,$4500,2,2.1
2013,Mercedes-Benz,C-Class,N/A,71368,WDDGJ4HB9DG117510,10250,10995,$11500,3,2.9
2009,Mercedes-Benz,C-Class,N/A,106543,WDDGF81X39F213130,5475,N/A,N/A,7,N/A
2006,Mercedes-Benz,C-Class,N/A,84490,WDBRF52H26A905721,2650,N/A,$9900,7,N/A
2010,Mercedes-Benz,C-Class,N/A,137262,WDDGF8BB5AR131972,5575,N/A,$8000,5,N/A
2012,Mercedes-Benz,C-Class,N/A,95448,WDDGF8BB7CA645114,7400,N/A,$12000,6,N/A
2013,Mercedes-Benz,C-Class,N/A,79410,WDDGF8AB0DR262166,9550,N/A,$13000,2,N/A
2008,Mercedes-Benz,C-Class,N/A,112987,WDDGF56X38F044099,4750,7900,$10000,4,2.4
2008,Mercedes-Benz,C-Class,N/A,160721,WDDGF81X28F115110,3325,N/A,$6000,5,N/A
2012,Mercedes-Benz,C-Class,N/A,111998,WDDGF4HB9CR240485,5475,N/A,$8950,3,N/A
2017,Mercedes-Benz,S-Class,N/A,21072,WDDXK7JBXHA024903,83300,N/A,$82500,0,N/A
2005,Mercedes-Benz,SLK-Class,N/A,97700,WDBWK56F45F038282,8750,8200,$8500,7,4.5
2013,Mercedes-Benz,C-Class,N/A,110260,WDDGF8AB2DR249032,7675,N/A,$14900,2,N/A
2012,Mercedes-Benz,C-Class,N/A,117970,WDDGF8BB3CA643716,6200,N/A,$9500,4,N/A
2013,Mercedes-Benz,C-Class,N/A,81205,WDDGF4HB2DA805336,8875,N/A,$11000,4,2.9
2013,Mercedes-Benz,C-Class,N/A,111287,WDDGF4HB8DA810184,5800,6100,$7000,3,2.2
2014,Mercedes-Benz,C-Class,N/A,89049,WDDGF4HB4EA951870,9075,N/A,$13000,3,N/A
2009,Mercedes-Benz,C-Class,N/A,99964,WDDGF77X69F250075,14100,N/A,$21900,2,N/A
2006,Mercedes-Benz,C-Class,N/A,179443,WDBRF92H26F781721,1100,N/A,N/A,5,N/A
2005,Mercedes-Benz,C-Class,N/A,137111,WDBRF61JX5A764132,1675,N/A,N/A,2,N/A
2014,Mercedes-Benz,C-Class,N/A,102078,WDDGF8AB2EG165502,9550,N/A,$9500,3,N/A
2014,Mercedes-Benz,C-Class,N/A,129626,WDDGF8AB2EG231353,6700,N/A,$11100,2,N/A
2012,Mercedes-Benz,C-Class,N/A,115989,WDDGF4HB1CA656500,4700,N/A,N/A,5,2.5
2012,Mercedes-Benz,C-Class,N/A,46140,WDDGJ7HB4CF722377,27600,N/A,$37500,2,N/A
2013,Mercedes-Benz,C-Class,N/A,144279,WDDGF4HB2DR246629,4625,N/A,N/A,5,N/A
2012,Mercedes-Benz,C-Class,N/A,80578,WDDGF8BB6CR233767,8175,N/A,N/A,2,N/A
2007,Mercedes-Benz,C-Class,N/A,113347,WDBRF52H77F854267,2900,N/A,$4000,2,2.2
2013,Mercedes-Benz,C-Class,N/A,74314,WDDGF8AB7DA754952,8275,10200,$10400,2,2.4
2013,Mercedes-Benz,C-Class,N/A,85251,WDDGF4HB3DR241777,7200,6000,$8000,3,2.1
2013,Mercedes-Benz,C-Class,N/A,125845,WDDGF8AB1DR249460,5025,N/A,$7500,3,1.3
2009,Mercedes-Benz,C-Class,N/A,220928,WDDGF54X59F270553,2500,N/A,N/A,2,2.2
2013,Mercedes-Benz,C-Class,N/A,113971,WDDGF8AB5DR288889,5900,N/A,N/A,3,2.0
2010,Mercedes-Benz,C-Class,N/A,165605,WDDGF5EB1AR098379,2500,5000,$5000,3,N/A
2013,Mercedes-Benz,C-Class,N/A,107400,WDDGF8AB7DA787322,7850,N/A,$10500,3,N/A
2013,Mercedes-Benz,C-Class,N/A,101410,WDDGJ4HB9DF968681,7700,N/A,$11000,3,N/A
2013,Mercedes-Benz,C-Class,N/A,121280,WDDGJ8JB3DF965275,7125,N/A,$13125,3,N/A
2012,Mercedes-Benz,C-Class,N/A,132029,WDDGF4HB1CA664824,4025,6000,$7500,4,2.3
2011,Mercedes-Benz,C-Class,N/A,45641,WDDGF8BBXBR153323,8025,N/A,$15125,2,N/A
2011,Mercedes-Benz,C-Class,N/A,113559,WDDGF8BBXBR149529,4625,N/A,$10000,3,N/A
2011,Mercedes-Benz,C-Class,N/A,106717,WDDGF5EB3BA527182,5850,6300,N/A,5,2.7
2014,Mercedes-Benz,C-Class,N/A,105642,WDDGF8AB5EA927403,6975,N/A,N/A,3,1.9
2008,Mercedes-Benz,C-Class,N/A,243166,WDDGF81X58F158324,1450,N/A,N/A,3,N/A
2013,Mercedes-Benz,C-Class,N/A,124349,WDDGF4HB9DA859216,5300,N/A,N/A,4,2.6
2013,Mercedes-Benz,C-Class,N/A,113971,WDDGF8AB5DR288889,5900,N/A,$10900,3,2
2012,Mercedes-Benz,C-Class,N/A,116293,WDDGF8BB8CR234564,6300,N/A,$12300,4,N/A
2010,Mercedes-Benz,C-Class,N/A,139427,WDDGF5EB5AR109996,3200,N/A,$10700,3,N/A
2000,Mercedes-Benz,C-Class,N/A,137624,WDBHA24G5YA836331,Not Available,N/A,$9999,4,N/A
2008,Mercedes-Benz,C-Class,N/A,152805,WDDGF81X18F172138,3625,N/A,$4800,5,N/A
2014,Mercedes-Benz,C-Class,N/A,118578,WDDGJ8JB0EG272983,9075,N/A,$15000,4,N/A
2013,Mercedes-Benz,C-Class,N/A,117545,WDDGF8AB6DR266402,7225,N/A,$11100,2,N/A
2014,Mercedes-Benz,C-Class,N/A,119750,WDDGF8AB1ER321324,7725,6700,$6800,3,N/A
2016,Mercedes-Benz,E-Class,N/A,42999,WDDHF8JB5GB181911,22500,14200,$14300,4,N/A
2008,Mercedes-Benz,C-Class,N/A,56860,WDDGF54X08F037078,5925,N/A,$10800,4,N/A
2013,Mercedes-Benz,C-Class,N/A,61114,WDDGF7HB8DA770366,31600,N/A,$36988,1,N/A
2013,Mercedes-Benz,C-Class,N/A,92458,WDDGF8ABXDR281646,8750,14800,$14800,4,N/A
2005,Mercedes-Benz,C-Class,N/A,156279,WDBRF81J65F681294,1450,N/A,N/A,2,2.6
2013,Mercedes-Benz,C-Class,N/A,108750,WDDGF4HB7DA864785,6275,5400,$5900,3,2.6
2012,Mercedes-Benz,C-Class,N/A,83486,WDDGJ4HB8CF895026,6375,N/A,N/A,2,N/A
2014,Mercedes-Benz,C-Class,N/A,148588,WDDGF4HB0EA955060,4550,7000,$7500,2,N/A
2014,Mercedes-Benz,C-Class,N/A,76037,WDDGF4HB8EA965853,10050,12500,$12999,4,N/A
2014,Mercedes-Benz,C-Class,N/A,48159,WDDGF8AB4EG190840,15150,14000,N/A,3,N/A
2010,Mercedes-Benz,C-Class,N/A,122682,WDDGF8BBXAF459390,6425,N/A,$6300,3,N/A
2012,Mercedes-Benz,C-Class,N/A,83484,WDDGJ4HB8CF895026,6375,N/A,$7200,2,N/A
2014,Mercedes-Benz,C-Class,N/A,117027,WDDGF8AB5ER323058,8025,N/A,$12500,3,N/A
2012,Mercedes-Benz,C-Class,N/A,84090,WDDGF4HB3CR225576,6500,N/A,$13000,2,N/A
2013,Mercedes-Benz,C-Class,N/A,118920,WDDGF8AB9DR246936,7125,N/A,$12000,3,N/A
2020,Mercedes-Benz,S-Class,N/A,14114,W1KUX8AB6LA531249,Not Available,N/A,$164500,2,N/A
2022,Mercedes-Benz,S-Class,N/A,8512,W1K6G7GB1NA069938,98700,N/A,$119900,1,N/A
2013,Mercedes-Benz,C-Class,N/A,87205,WDDGF8AB0DA819589,9425,N/A,N/A,3,N/A
2005,Mercedes-Benz,C-Class,N/A,275813,WDBRF40J65F584865,400,N/A,N/A,3,N/A
2012,Mercedes-Benz,C-Class,N/A,83171,WDDGF4HB2CR222622,5175,N/A,$5300,4,1.8
2010,Mercedes-Benz,C-Class,N/A,190456,WDDGF8BB6AR111391,2625,N/A,N/A,3,N/A
2002,Mercedes-Benz,C-Class,N/A,54150,WDBRF61J72E005233,2450,N/A,$7499,1,N/A
2009,Mercedes-Benz,C-Class,N/A,82925,WDDGF54X59F229243,5850,N/A,$9500,1,N/A
2010,Mercedes-Benz,C-Class,N/A,114700,WDDGF5EB4AR120956,3850,6000,$6995,3,N/A
2013,Mercedes-Benz,C-Class,N/A,97192,WDDGF8AB6DR281935,8475,N/A,$14800,2,N/A
2014,Mercedes-Benz,C-Class,N/A,126837,WDDGF8AB4EA909300,7000,10300,$11500,3,N/A
2007,Mercedes-Benz,C-Class,N/A,143975,WDBRF92H27F922868,2575,N/A,N/A,3,2.6
2013,Mercedes-Benz,C-Class,N/A,138813,WDDGF4HBXDR256969,3750,N/A,N/A,3,1.3
2013,Mercedes-Benz,C-Class,N/A,116563,WDDGF4HB3DR260748,4950,N/A,N/A,4,1.3
2013,Mercedes-Benz,C-Class,N/A,112185,WDDGF4HBXDA779939,6900,N/A,N/A,3,N/A
2010,Mercedes-Benz,C-Class,N/A,140476,WDDGF8BB2AF448867,4525,N/A,N/A,2,2.6
2013,Mercedes-Benz,C-Class,N/A,125239,WDDGF4HB4DR280880,4475,N/A,N/A,4,1.7
2009,Mercedes-Benz,C-Class,N/A,152493,WDDGF81X49R049885,4350,N/A,N/A,4,N/A
2012,Mercedes-Benz,C-Class,N/A,115301,WDDGF8BB5CA695901,6350,13000,$13000,2,N/A
2014,Mercedes-Benz,C-Class,N/A,109994,WDDGF8AB1EA945476,8750,N/A,$13600,3,N/A
2013,Mercedes-Benz,C-Class,N/A,103571,WDDGF4HB4DA851380,7525,N/A,$11000,2,N/A
2010,Mercedes-Benz,C-Class,N/A,175310,WDDGF8BB3AF409737,3375,N/A,$8000,3,N/A
2022,Mercedes-Benz,SL,N/A,283,W1KVK8BB5NF006383,168000,N/A,$188996,1,N/A
2011,Mercedes-Benz,E-Class,N/A,90829,WDDKK5GF2BF058479,10700,7400,N/A,2,2.6
2013,Mercedes-Benz,SL-Class,N/A,83868,WDDJK7DAXDF015625,26800,N/A,$24700,3,3.6
2022,Mercedes-Benz,S-Class,N/A,1232,W1K6X7GB6NA117403,219000,N/A,$249996,1,N/A
2022,Mercedes-Benz,S-Class,N/A,19995,W1K6G7GB4NA070985,93700,110000,$111000,1,N/A
2014,Mercedes-Benz,E-Class,N/A,112348,WDDHF8JB0EB032495,9925,8200,N/A,2,2.5
2021,Toyota,Prius,N/A,36262,JTDKAMFU1M3145950,24200,24200,$24500,1,4.0
2021,Toyota,Camry,N/A,52061,4T1G11AKXMU561642,23800,24700,$25000,1,4.0
2013,Mercedes-Benz,E-Class,N/A,93740,WDDHF8JB7DA710664,9825,8900,N/A,2,2.2
2007,Mercedes-Benz,S-Class,N/A,62200,WDDNG71X87A130110,9700,15000,$19500,1,N/A
2018,Mercedes-Benz,E-Class,N/A,55415,WDDZF8KB1JA349706,57600,N/A,$64999,3,N/A
1993,Mercedes-Benz,300,N/A,201556,WDBGB34E4PA089042,Not Available,3700,$5200,3,N/A
2012,Mercedes-Benz,CLS-Class,N/A,73561,WDDLJ7EB9CA019325,20200,27300,$27500,0,N/A
2020,Toyota,Camry,N/A,66492,4T1C11AK5LU917508,21000,20600,$20900,1,4.1
2020,Toyota,Camry,N/A,71681,4T1C11AK8LU359718,20600,20000,$20300,1,4.2
2015,Toyota,Avalon,N/A,79578,4T1BD1EB7FU041512,12250,N/A,$19800,4,4.5
2021,Toyota,Prius,N/A,39083,JTDKAMFU1M3152123,24300,24000,$24300,1,4.3
2021,Toyota,Prius,N/A,44090,JTDKAMFU5M3152304,23400,23500,$23800,1,3.9
2021,Toyota,Prius,N/A,42045,JTDKAMFUXM3145333,22800,23900,$24200,1,3.4
2017,Toyota,Prius,N/A,44033,JTDKARFU6H3544677,22500,20200,N/A,1,5
2021,Toyota,Camry,N/A,36662,4T1G11AKXMU586895,23900,25700,$26000,1,3.1
2001,Mercedes-Benz,SL-Class,N/A,124187,WDBFA68F21F200815,3100,N/A,$19900,6,N/A
2020,Toyota,Camry,N/A,28910,4T1G31AK7LU526971,30900,28100,N/A,1,4.8
2020,Toyota,Camry,N/A,83693,4T1G11AK7LU345780,19000,20000,$20300,1,3.7
2021,Toyota,Sienna,N/A,57094,5TDKRKEC7MS045727,33000,34600,$34900,1,3.2
2019,Toyota,Camry,N/A,76604,4T1B11HK6KU772012,19100,19900,$20200,1,4.2
2021,Toyota,Camry,N/A,35541,4T1C11AK1MU466529,23300,23600,$23900,1,3.0
2020,Toyota,Camry,N/A,59462,4T1C11AK5LU965283,22100,23600,$23900,1,4.4
2016,Toyota,Prius,N/A,128745,JTDKDTB37G1121232,10250,9100,$11500,4,4.2
2021,Toyota,Prius,N/A,51064,JTDKAMFU6M3150576,23400,23100,$23400,1,4.5
2018,Toyota,Camry,N/A,73912,4T1B11HK3JU006611,19600,18100,N/A,1,3.9
2022,Toyota,Avalon,N/A,18576,4T1JZ1FB8NU075856,33300,36600,$36900,1,4.5
2022,Toyota,Prius,N/A,37087,JTDKAMFU0N3166919,24400,25000,$25300,1,3.8
2019,Toyota,Camry,N/A,59668,4T1B61HK3KU707040,25500,28300,$28600,1,3.7
2014,Toyota,Avalon,N/A,103480,4T1BD1EBXEU024492,14450,N/A,$17800,3,4.3
2022,Toyota,Prius,N/A,40884,JTDKAMFU9N3155224,23700,24300,$24600,1,3.5
2021,Toyota,Prius,N/A,59249,JTDKAMFUXM3151651,22500,22900,$23200,1,4.2
2021,Toyota,Prius,N/A,36223,JTDKAMFU3M3148221,24000,24600,$24900,1,3.8
2020,Toyota,Camry,N/A,27019,4T1G11AK3LU874403,24700,22700,N/A,3,3.5
2022,Toyota,Camry,N/A,36651,4T1C11AK1NU659510,24500,25000,$25300,1,4.1
2018,Toyota,Sienna,N/A,128897,5TDJZ3DC7JS200047,19900,N/A,$21000,2,4.3
2020,Toyota,Camry,N/A,89688,4T1C11AK2LU316685,18250,18600,$18900,1,3.9
2019,Toyota,Prius,N/A,16500,JTDKARFP1K3113729,30900,32600,$32900,2,4.8
2012,Toyota,Camry,N/A,127000,4T1BF1FK9CU091302,8900,N/A,$12420,2,3.3
2020,Nissan,Altima,N/A,25242,1N4AL4FV9LC145469,27500,N/A,N/A,1,4.0
2021,Toyota,Sienna,N/A,60745,5TDKRKEC0MS027084,32800,34200,$34500,1,3.4
2021,Toyota,Camry,N/A,57867,4T1C11AK8MU457214,22200,21800,$22100,1,3.6
